id	parent_skill_id	creator_id	skill_picture_url	title	description	created_date	level_id	bank_id	privacy	order	status
78	\N	1	skill_default.png	answering telephone	\N	42025.00113	79	\N	0	1	0
79	\N	1	skill_default.png	anticipate needs	\N	42025.00115	80	\N	0	1	0
80	\N	1	skill_default.png	antique dealer	\N	42025.00116	81	\N	0	1	0
81	\N	1	skill_default.png	antiquing	\N	42025.00117	82	\N	0	1	0
82	\N	1	skill_default.png	antiquities	\N	42025.00118	83	\N	0	1	0
83	\N	1	skill_default.png	apiarist	\N	42025.00119	84	\N	0	1	0
84	\N	1	skill_default.png	apis	\N	42025.0012	85	\N	0	1	0
85	\N	1	skill_default.png	apparel cutter	\N	42025.00122	86	\N	0	1	0
86	\N	1	skill_default.png	appointment scheduling	\N	42025.00123	87	\N	0	1	0
87	\N	1	skill_default.png	arborist	\N	42025.00124	88	\N	0	1	0
88	\N	1	skill_default.png	archaeologist	\N	42025.00125	89	\N	0	1	0
89	\N	1	skill_default.png	archery	\N	42025.00126	90	\N	0	1	0
90	\N	1	skill_default.png	architect	\N	42025.00127	91	\N	0	1	0
91	\N	1	skill_default.png	architectural draftsperson	\N	42025.00128	92	\N	0	1	0
92	\N	1	skill_default.png	"architectural, building and surveying technicians nec"	\N	42025.0013	93	\N	0	1	0
93	\N	1	skill_default.png	archivist	\N	42025.00131	94	\N	0	1	0
94	\N	1	skill_default.png	arrange meetings or social functions	\N	42025.00132	95	\N	0	1	0
95	\N	1	skill_default.png	arrange social functions	\N	42025.00133	96	\N	0	1	0
96	\N	1	skill_default.png	art administrator or manager	\N	42025.00134	97	\N	0	1	0
97	\N	1	skill_default.png	art collecting	\N	42025.00135	98	\N	0	1	0
98	\N	1	skill_default.png	art design	\N	42025.00137	99	\N	0	1	0
99	\N	1	skill_default.png	"art director (film, television or stage)"	\N	42025.00138	100	\N	0	1	0
100	\N	1	skill_default.png	art skills related to your teaching	\N	42025.00139	101	\N	0	1	0
101	\N	1	skill_default.png	art teacher (private tuition)	\N	42025.0014	102	\N	0	1	0
102	\N	1	skill_default.png	articulate	\N	42025.00141	103	\N	0	1	0
103	\N	1	skill_default.png	"articulate: able to express oneself clearly, do not mumble."	\N	42025.00142	104	\N	0	1	0
104	\N	1	skill_default.png	artistic	\N	42025.00144	105	\N	0	1	0
105	\N	1	skill_default.png	artistic director	\N	42025.00145	106	\N	0	1	0
106	\N	1	skill_default.png	ask for help appropriately	\N	42025.00146	107	\N	0	1	0
107	\N	1	skill_default.png	assemble kits	\N	42025.00147	108	\N	0	1	0
108	\N	1	skill_default.png	assemble or make things	\N	42025.00148	109	\N	0	1	0
109	\N	1	skill_default.png	assembling apparatus	\N	42025.00149	110	\N	0	1	0
110	\N	1	skill_default.png	assembling equipment	\N	42025.0015	111	\N	0	1	0
111	\N	1	skill_default.png	assembling things	\N	42025.00152	112	\N	0	1	0
112	\N	1	skill_default.png	assembly line work	\N	42025.00153	113	\N	0	1	0
113	\N	1	skill_default.png	assertive	\N	42025.00154	114	\N	0	1	0
114	\N	1	skill_default.png	assertive: insist on one's rights or opinions.	\N	42025.00155	115	\N	0	1	0
115	\N	1	skill_default.png	assess and evaluate my own work	\N	42025.00156	116	\N	0	1	0
116	\N	1	skill_default.png	assess and evaluate others' work	\N	42025.00157	117	\N	0	1	0
117	\N	1	skill_default.png	association football (soccer)	\N	42025.00159	118	\N	0	1	0
118	\N	1	skill_default.png	astrology	\N	42025.0016	119	\N	0	1	0
119	\N	1	skill_default.png	astronomy	\N	42025.00161	120	\N	0	1	0
120	\N	1	skill_default.png	attend to visual detail	\N	42025.00162	121	\N	0	1	0
121	\N	1	skill_default.png	attending classes and lectures	\N	42025.00163	122	\N	0	1	0
122	\N	1	skill_default.png	attention to detail	\N	42025.00164	123	\N	0	1	0
123	\N	1	skill_default.png	attention to details 	\N	42025.00166	124	\N	0	1	0
124	\N	1	skill_default.png	"attentive: to notice, pay attention to, careful attention."	\N	42025.00167	125	\N	0	1	0
125	\N	1	skill_default.png	attractive	\N	42025.00168	126	\N	0	1	0
126	\N	1	skill_default.png	auctioneer	\N	42025.00169	127	\N	0	1	0
127	\N	1	skill_default.png	audiologist	\N	42025.0017	128	\N	0	1	0
128	\N	1	skill_default.png	audiophilia	\N	42025.00171	129	\N	0	1	0
129	\N	1	skill_default.png	audit records	\N	42025.00172	130	\N	0	1	0
130	\N	1	skill_default.png	auditing financial data 	\N	42025.00174	131	\N	0	1	0
131	\N	1	skill_default.png	auditing financial reports	\N	42025.00175	132	\N	0	1	0
132	\N	1	skill_default.png	australian football league	\N	42025.00176	133	\N	0	1	0
133	\N	1	skill_default.png	authors	\N	42025.00177	134	\N	0	1	0
134	\N	1	skill_default.png	auto audiophilia	\N	42025.00178	135	\N	0	1	0
135	\N	1	skill_default.png	auto body repair	\N	42025.00179	136	\N	0	1	0
136	\N	1	skill_default.png	auto racing	\N	42025.00181	137	\N	0	1	0
137	\N	1	skill_default.png	autocad	\N	42025.00182	138	\N	0	1	0
138	\N	1	skill_default.png	automotive electrician	\N	42025.00183	139	\N	0	1	0
139	\N	1	skill_default.png	avoid wasting time	\N	42025.00184	140	\N	0	1	0
140	\N	1	skill_default.png	back to top	\N	42025.00185	141	\N	0	1	0
141	\N	1	skill_default.png	backing large trucks into small openings	\N	42025.00186	142	\N	0	1	0
142	\N	1	skill_default.png	backpacking	\N	42025.00188	143	\N	0	1	0
143	\N	1	skill_default.png	backup management	\N	42025.00189	144	\N	0	1	0
144	\N	1	skill_default.png	badminton	\N	42025.0019	145	\N	0	1	0
145	\N	1	skill_default.png	baker	\N	42025.00191	146	\N	0	1	0
146	\N	1	skill_default.png	baking	\N	42025.00192	147	\N	0	1	0
147	\N	1	skill_default.png	balance money	\N	42025.00193	148	\N	0	1	0
148	\N	1	skill_default.png	barrister	\N	42025.00194	149	\N	0	1	0
149	\N	1	skill_default.png	bartender	\N	42025.00196	150	\N	0	1	0
150	\N	1	skill_default.png	base jumping	\N	42025.00197	151	\N	0	1	0
151	\N	1	skill_default.png	baseball	\N	42025.00198	152	\N	0	1	0
152	\N	1	skill_default.png	"basic academic skills in reading, writing, and "	\N	42025.00199	153	\N	0	1	0
153	\N	1	skill_default.png	basic accounting	\N	42025.002	154	\N	0	1	0
154	\N	1	skill_default.png	basketball	\N	42025.00201	155	\N	0	1	0
155	\N	1	skill_default.png	baton twirling	\N	42025.00203	156	\N	0	1	0
156	\N	1	skill_default.png	be a good listener	\N	42025.00204	157	\N	0	1	0
157	\N	1	skill_default.png	be a respectful house guest	\N	42025.00205	158	\N	0	1	0
158	\N	1	skill_default.png	be artistic	\N	42025.00206	159	\N	0	1	0
159	\N	1	skill_default.png	be competitive when necessary	\N	42025.00207	160	\N	0	1	0
160	\N	1	skill_default.png	be inventive	\N	42025.00208	161	\N	0	1	0
161	\N	1	skill_default.png	be kind and understanding	\N	42025.00209	162	\N	0	1	0
162	\N	1	skill_default.png	be logical	\N	42025.00211	163	\N	0	1	0
163	\N	1	skill_default.png	be outgoing	\N	42025.00212	164	\N	0	1	0
164	\N	1	skill_default.png	be pleasant and sociable	\N	42025.00213	165	\N	0	1	0
165	\N	1	skill_default.png	be tactful and diplomatic	\N	42025.00214	166	\N	0	1	0
166	\N	1	skill_default.png	be tough when necessary	\N	42025.00215	167	\N	0	1	0
167	\N	1	skill_default.png	beading 	\N	42025.00216	168	\N	0	1	0
168	\N	1	skill_default.png	beautician	\N	42025.00218	169	\N	0	1	0
169	\N	1	skill_default.png	becoming actively involved	\N	42025.00219	170	\N	0	1	0
170	\N	1	skill_default.png	bed and breakfast operator	\N	42025.0022	171	\N	0	1	0
171	\N	1	skill_default.png	beef cattle farmer	\N	42025.00221	172	\N	0	1	0
172	\N	1	skill_default.png	beekeeping	\N	42025.00222	173	\N	0	1	0
173	\N	1	skill_default.png	being photogenic	\N	42025.00223	174	\N	0	1	0
174	\N	1	skill_default.png	being thorough	\N	42025.00225	175	\N	0	1	0
175	\N	1	skill_default.png	betting agency manager	\N	42025.00226	176	\N	0	1	0
176	\N	1	skill_default.png	billiards	\N	42025.00227	177	\N	0	1	0
177	\N	1	skill_default.png	billing	\N	42025.00228	178	\N	0	1	0
178	\N	1	skill_default.png	binder and finisher	\N	42025.00229	179	\N	0	1	0
179	\N	1	skill_default.png	biochemist	\N	42025.0023	180	\N	0	1	0
180	\N	1	skill_default.png	biomedical engineer	\N	42025.00231	181	\N	0	1	0
181	\N	1	skill_default.png	biotechnologist	\N	42025.00233	182	\N	0	1	0
182	\N	1	skill_default.png	bird watching	\N	42025.00234	183	\N	0	1	0
183	\N	1	skill_default.png	birdwatching	\N	42025.00235	184	\N	0	1	0
184	\N	1	skill_default.png	blacksmith	\N	42025.00236	185	\N	0	1	0
185	\N	1	skill_default.png	board sports	\N	42025.00237	186	\N	0	1	0
186	\N	1	skill_default.png	boarding kennel or cattery operator	\N	42025.00238	187	\N	0	1	0
187	\N	1	skill_default.png	boat builder and repairer	\N	42025.0024	188	\N	0	1	0
188	\N	1	skill_default.png	bobbin lace 	\N	42025.00241	189	\N	0	1	0
189	\N	1	skill_default.png	bold	\N	42025.00242	190	\N	0	1	0
190	\N	1	skill_default.png	book collecting	\N	42025.00243	191	\N	0	1	0
191	\N	1	skill_default.png	book or script editor	\N	42025.00244	192	\N	0	1	0
192	\N	1	skill_default.png	bookbinding 	\N	42025.00245	193	\N	0	1	0
193	\N	1	skill_default.png	bookkeeping	\N	42025.00247	194	\N	0	1	0
194	\N	1	skill_default.png	bookkeeping skills	\N	42025.00248	195	\N	0	1	0
195	\N	1	skill_default.png	botanist	\N	42025.00249	196	\N	0	1	0
196	\N	1	skill_default.png	bowling	\N	42025.0025	197	\N	0	1	0
197	\N	1	skill_default.png	box making	\N	42025.00251	198	\N	0	1	0
198	\N	1	skill_default.png	boxing	\N	42025.00252	199	\N	0	1	0
199	\N	1	skill_default.png	brainstorming	\N	42025.00253	200	\N	0	1	0
200	\N	1	skill_default.png	brick laying	\N	42025.00255	201	\N	0	1	0
201	\N	1	skill_default.png	bricklayer	\N	42025.00256	202	\N	0	1	0
202	\N	1	skill_default.png	broadcast transmitter operator	\N	42025.00257	203	\N	0	1	0
203	\N	1	skill_default.png	broad-minded	\N	42025.00258	204	\N	0	1	0
204	\N	1	skill_default.png	broad-minded: being tolerant or liberal in thought or opinion.	\N	42025.00259	205	\N	0	1	0
205	\N	1	skill_default.png	budgeting	\N	42025.0026	206	\N	0	1	0
206	\N	1	skill_default.png	budgeting expenses	\N	42025.00262	207	\N	0	1	0
207	\N	1	skill_default.png	buffing	\N	42025.00263	208	\N	0	1	0
208	\N	1	skill_default.png	build a fire	\N	42025.00264	209	\N	0	1	0
209	\N	1	skill_default.png	build or construct	\N	42025.00265	210	\N	0	1	0
210	\N	1	skill_default.png	build or repair things	\N	42025.00266	211	\N	0	1	0
211	\N	1	skill_default.png	"build, observe, inspect things"	\N	42025.00267	212	\N	0	1	0
212	\N	1	skill_default.png	building	\N	42025.00269	213	\N	0	1	0
213	\N	1	skill_default.png	building additions	\N	42025.0027	214	\N	0	1	0
214	\N	1	skill_default.png	building and engineering technicians nec	\N	42025.00271	215	\N	0	1	0
215	\N	1	skill_default.png	building associate	\N	42025.00272	216	\N	0	1	0
216	\N	1	skill_default.png	building inspector	\N	42025.00273	217	\N	0	1	0
217	\N	1	skill_default.png	building new business 	\N	42025.00274	218	\N	0	1	0
218	\N	1	skill_default.png	bus spotting	\N	42025.00275	219	\N	0	1	0
219	\N	1	skill_default.png	busboy	\N	42025.00277	220	\N	0	1	0
220	\N	1	skill_default.png	business broker	\N	42025.00278	221	\N	0	1	0
221	\N	1	skill_default.png	business communication skills	\N	42025.00279	222	\N	0	1	0
222	\N	1	skill_default.png	business machine mechanic	\N	42025.0028	223	\N	0	1	0
223	\N	1	skill_default.png	business management skills	\N	42025.00281	224	\N	0	1	0
224	\N	1	skill_default.png	businesslike	\N	42025.00282	225	\N	0	1	0
225	\N	1	skill_default.png	"businesslike: practical, systematic."	\N	42025.00284	226	\N	0	1	0
226	\N	1	skill_default.png	butcher or smallgoods maker	\N	42025.00285	227	\N	0	1	0
227	\N	1	skill_default.png	buy a woman clothing	\N	42025.00286	228	\N	0	1	0
228	\N	1	skill_default.png	c	\N	42025.00287	229	\N	0	1	0
229	\N	1	skill_default.png	c++	\N	42025.00288	230	\N	0	1	0
230	\N	1	skill_default.png	cabinet building	\N	42025.00289	231	\N	0	1	0
231	\N	1	skill_default.png	cabinetmaker	\N	42025.00291	232	\N	0	1	0
232	\N	1	skill_default.png	cabler (data and telecommunications)	\N	42025.00292	233	\N	0	1	0
233	\N	1	skill_default.png	caf  or restaurant manager	\N	42025.00293	234	\N	0	1	0
234	\N	1	skill_default.png	calculate or compute	\N	42025.00294	235	\N	0	1	0
235	\N	1	skill_default.png	"calculate, compute"	\N	42025.00295	236	\N	0	1	0
236	\N	1	skill_default.png	calculating data	\N	42025.00296	237	\N	0	1	0
237	\N	1	skill_default.png	calculating numerical data	\N	42025.00297	238	\N	0	1	0
238	\N	1	skill_default.png	call or contact centre manager	\N	42025.00299	239	\N	0	1	0
239	\N	1	skill_default.png	calligraphy 	\N	42025.003	240	\N	0	1	0
240	\N	1	skill_default.png	calling clients	\N	42025.00301	241	\N	0	1	0
241	\N	1	skill_default.png	calm	\N	42025.00302	242	\N	0	1	0
242	\N	1	skill_default.png	calm a crying baby	\N	42025.00303	243	\N	0	1	0
243	\N	1	skill_default.png	"calm: stillness, serenity, peaceful, undisturbed."	\N	42025.00304	244	\N	0	1	0
244	\N	1	skill_default.png	"camera operator (film, television or video)"	\N	42025.00306	245	\N	0	1	0
245	\N	1	skill_default.png	canning or preserving	\N	42025.00307	246	\N	0	1	0
246	\N	1	skill_default.png	canvas goods maker	\N	42025.00308	247	\N	0	1	0
247	\N	1	skill_default.png	capable problem solver	\N	42025.00309	248	\N	0	1	0
248	\N	1	skill_default.png	capable: having the skills/ability or fitness for.	\N	42025.0031	249	\N	0	1	0
249	\N	1	skill_default.png	car driving	\N	42025.00311	250	\N	0	1	0
250	\N	1	skill_default.png	car tune-up	\N	42025.00313	251	\N	0	1	0
251	\N	1	skill_default.png	caravan park and camping ground manager	\N	42025.00314	252	\N	0	1	0
252	\N	1	skill_default.png	card collecting	\N	42025.00315	253	\N	0	1	0
253	\N	1	skill_default.png	cardiologist	\N	42025.00316	254	\N	0	1	0
254	\N	1	skill_default.png	cardiopulmonary resuscitation	\N	42025.00317	255	\N	0	1	0
255	\N	1	skill_default.png	cardiothoracic surgeon	\N	42025.00318	256	\N	0	1	0
256	\N	1	skill_default.png	careers counsellor	\N	42025.00319	257	\N	0	1	0
257	\N	1	skill_default.png	careful	\N	42025.00321	258	\N	0	1	0
258	\N	1	skill_default.png	"careful: watchful, cautious, concerned for."	\N	42025.00322	259	\N	0	1	0
259	\N	1	skill_default.png	caring	\N	42025.00323	260	\N	0	1	0
260	\N	1	skill_default.png	carpenter	\N	42025.00324	261	\N	0	1	0
261	\N	1	skill_default.png	carpenter and joiner	\N	42025.00325	262	\N	0	1	0
262	\N	1	skill_default.png	carpentry skills	\N	42025.00326	263	\N	0	1	0
263	\N	1	skill_default.png	carpentry work	\N	42025.00328	264	\N	0	1	0
264	\N	1	skill_default.png	cartographer	\N	42025.00329	265	\N	0	1	0
265	\N	1	skill_default.png	carve a turkey	\N	42025.0033	266	\N	0	1	0
266	\N	1	skill_default.png	cashier	\N	42025.00331	267	\N	0	1	0
267	\N	1	skill_default.png	categorizing records	\N	42025.00332	268	\N	0	1	0
268	\N	1	skill_default.png	cautious	\N	42025.00333	269	\N	0	1	0
269	\N	1	skill_default.png	certifications	\N	42025.00334	270	\N	0	1	0
270	\N	1	skill_default.png	change a tire	\N	42025.00336	271	\N	0	1	0
271	\N	1	skill_default.png	change oil	\N	42025.00337	272	\N	0	1	0
272	\N	1	skill_default.png	changing a light bulb	\N	42025.00338	273	\N	0	1	0
273	\N	1	skill_default.png	changing a tire on a car	\N	42025.00339	274	\N	0	1	0
274	\N	1	skill_default.png	changing tires	\N	42025.0034	275	\N	0	1	0
275	\N	1	skill_default.png	changing truck tires	\N	42025.00341	276	\N	0	1	0
276	\N	1	skill_default.png	charming	\N	42025.00343	277	\N	0	1	0
277	\N	1	skill_default.png	check coolant level	\N	42025.00344	278	\N	0	1	0
278	\N	1	skill_default.png	check information for accuracy	\N	42025.00345	279	\N	0	1	0
279	\N	1	skill_default.png	check tire pressure	\N	42025.00346	280	\N	0	1	0
280	\N	1	skill_default.png	checking for accuracy	\N	42025.00347	281	\N	0	1	0
281	\N	1	skill_default.png	checking the oil in a car	\N	42025.00348	282	\N	0	1	0
282	\N	1	skill_default.png	cheerful	\N	42025.0035	283	\N	0	1	0
283	\N	1	skill_default.png	cheerleading	\N	42025.00351	284	\N	0	1	0
284	\N	1	skill_default.png	chef	\N	42025.00352	285	\N	0	1	0
285	\N	1	skill_default.png	chemical engineer	\N	42025.00353	286	\N	0	1	0
286	\N	1	skill_default.png	chemical plant operator	\N	42025.00354	287	\N	0	1	0
287	\N	1	skill_default.png	chemist	\N	42025.00355	288	\N	0	1	0
288	\N	1	skill_default.png	chemistry technician	\N	42025.00356	289	\N	0	1	0
289	\N	1	skill_default.png	chess	\N	42025.00358	290	\N	0	1	0
290	\N	1	skill_default.png	chief executive or managing director	\N	42025.00359	291	\N	0	1	0
291	\N	1	skill_default.png	chief information officer	\N	42025.0036	292	\N	0	1	0
292	\N	1	skill_default.png	child care	\N	42025.00361	293	\N	0	1	0
293	\N	1	skill_default.png	child care centre manager	\N	42025.00362	294	\N	0	1	0
294	\N	1	skill_default.png	chiropractor	\N	42025.00363	295	\N	0	1	0
295	\N	1	skill_default.png	cinema or theatre manager	\N	42025.00365	296	\N	0	1	0
296	\N	1	skill_default.png	city driving	\N	42025.00366	297	\N	0	1	0
297	\N	1	skill_default.png	civil engineer	\N	42025.00367	298	\N	0	1	0
298	\N	1	skill_default.png	civil engineering draftsperson	\N	42025.00368	299	\N	0	1	0
299	\N	1	skill_default.png	civil engineering technician	\N	42025.00369	300	\N	0	1	0
300	\N	1	skill_default.png	classify data	\N	42025.0037	301	\N	0	1	0
301	\N	1	skill_default.png	classifying records	\N	42025.00372	302	\N	0	1	0
302	\N	1	skill_default.png	cleaning	\N	42025.00373	303	\N	0	1	0
303	\N	1	skill_default.png	cleaning bathrooms	\N	42025.00374	304	\N	0	1	0
304	\N	1	skill_default.png	cleaning rugs or carpets	\N	42025.00375	305	\N	0	1	0
305	\N	1	skill_default.png	cleaning your residence	\N	42025.00376	306	\N	0	1	0
306	\N	1	skill_default.png	clearing a drain	\N	42025.00377	307	\N	0	1	0
307	\N	1	skill_default.png	clearing the table	\N	42025.00378	308	\N	0	1	0
308	\N	1	skill_default.png	clearly express myself	\N	42025.0038	309	\N	0	1	0
309	\N	1	skill_default.png	clear-thinking	\N	42025.00381	310	\N	0	1	0
310	\N	1	skill_default.png	clerk	\N	42025.00382	311	\N	0	1	0
311	\N	1	skill_default.png	clerk duties	\N	42025.00383	312	\N	0	1	0
312	\N	1	skill_default.png	clever	\N	42025.00384	313	\N	0	1	0
313	\N	1	skill_default.png	client server	\N	42025.00385	314	\N	0	1	0
314	\N	1	skill_default.png	client support	\N	42025.00387	315	\N	0	1	0
315	\N	1	skill_default.png	climbing	\N	42025.00388	316	\N	0	1	0
316	\N	1	skill_default.png	clinical coder	\N	42025.00389	317	\N	0	1	0
317	\N	1	skill_default.png	clinical haematologist	\N	42025.0039	318	\N	0	1	0
318	\N	1	skill_default.png	clinical psychologist	\N	42025.00391	319	\N	0	1	0
319	\N	1	skill_default.png	clothing patternmaker	\N	42025.00392	320	\N	0	1	0
320	\N	1	skill_default.png	clothing trades worker	\N	42025.00394	321	\N	0	1	0
321	\N	1	skill_default.png	coach	\N	42025.00395	322	\N	0	1	0
322	\N	1	skill_default.png	coaching	\N	42025.00396	323	\N	0	1	0
323	\N	1	skill_default.png	coaching individuals	\N	42025.00397	324	\N	0	1	0
324	\N	1	skill_default.png	coaching skills	\N	42025.00398	325	\N	0	1	0
325	\N	1	skill_default.png	coin collecting	\N	42025.00399	326	\N	0	1	0
326	\N	1	skill_default.png	collaborating ideas	\N	42025.004	327	\N	0	1	0
327	\N	1	skill_default.png	collecting items	\N	42025.00402	328	\N	0	1	0
328	\N	1	skill_default.png	collecting money	\N	42025.00403	329	\N	0	1	0
329	\N	1	skill_default.png	college football	\N	42025.00404	330	\N	0	1	0
330	\N	1	skill_default.png	color guard	\N	42025.00405	331	\N	0	1	0
331	\N	1	skill_default.png	comfort a crying woman	\N	42025.00406	332	\N	0	1	0
